id,city,age,date,protectionorder,why1,why2,killer1,killer2,killingway1,killingway2,killingway3,statusofkiller,year
1524,,, 20/06/2016 ,   No ,Be rejected,,Someone She Knows,,Firearm,,,,2016
1525,,, 20/07/2016 ,   Undetectable ,Undetectable,,Relative,,Firearm,,,,2016
1526,,, 20/08/2016 ,   No ,Controversy,,Father,,Firearm,,,,2016
1527,,, 20/08/2016 ,   Undetectable ,Be rejected,,Brother,,Firearm,,,,2016
1528,,, 21/03/2016 ,   No ,Be rejected,,Someone She Knows,,Cutting Tool,,,,2016
1529,,, 21/06/2016 ,   No ,Controversy,,Husband,,Cutting Tool,,,,2016
1530,,, 21/09/2016 ,   Undetectable,Undetectable,,Undetectable,,Undetectable,,,,2016
1531,,, 21/09/2016 ,   Undetectable ,For wanting to make a decision about her own life,,Husband,,Asphyxiate,,,,2016
1532,,, 21/10/2016 ,   No ,Controversy,,Someone She Knows,,Assault,,,,2016
1533,,, 21/11/2016 ,   Undetectable ,Because something that a man wanted did not happen,,Cousen,,Asphyxiate,,,,2016
1534,,, 21/11/2016 ,   No ,Divorce,,Husband,,Firearm,,,,2016
1535,,, 22/02/2016 ,   No ,Rape Rejected,,Someone She Does Not Know,,Cutting Tool,,,,2016
1536,,, 22/03/2016 ,   No,Money,,Father,,Firearm,,,,2016
1537,,, 22/03/2016 ,   No ,Jealousy,,Husband,,Cutting Tool,,,,2016
1538,,, 22/04/2016 ,   No ,Controversy,,Husband,,Firearm,,,,2016
1539,,, 22/04/2016 ,   No ,Undetectable,,Ex Boyfriend,,Firearm,,,,2016
1540,,, 22/06/2016 ,   No ,Undetectable,,Someone She Knows,,Firearm,,,,2016
1541,,, 22/09/2016 ,   No ,Controversy,,Husband,,Firearm,,,,2016
1542,,, 22/11/2016 ,   No ,Undetectable,,Boyfriend,,Firearm,,,,2016
1543,,, 23/06/2016 ,   Undetectable ,Undetectable,,Husband,,Firearm,,,,2016
1544,,, 23/06/2016 ,   Undetectable ,Money,,Relative,,Cutting Tool,,,,2016
1545,,, 23/07/2016 ,   No  ,Undetectable,,Boyfriend,,Cutting Tool,,,,2016
1546,,, 23/09/2016 ,   No ,Postponement of the Wedding,,Fiancee,,Cutting Tool,,,,2016
1547,,, 23/12/2016 ,   No ,Peace Suggestion,,Husband,,Firearm,,,,2016
1548,,, 24/02/2016 ,   No ,Undetectable,,Ex Boyfriend,,Firearm,,,,2016
1549,,, 24/02/2016 ,   No ,Money,,Someone She Knows,,Firearm,,,,2016
1550,,, 24/02/2016 ,   No ,Be Rejected,,Someone She Knows,,Cutting Tool,,,,2016
1551,,, 24/02/2016 ,   No ,Undetectable,,Husband,,Cutting Tool,,,,2016
1552,,, 24/03/2016 ,   No ,Undetectable,,Husband,,Cutting Tool,,,,2016
1553,,, 24/06/2016 ,   No ,Breaking Up,,Boyfriend,,Firearm,,,,2016
1554,,, 24/06/2016 ,   No ,Undetectable,,Father,,Firearm,,,,2016
1555,,, 24/10/2016 ,   No ,Be rejected,,Friend,,Firearm,,,,2016
1556,,, 24/11/2016  ,   Undetectable ,Undetectable,,Husband,,Torture,,,,2016
1557,,, 25/02/2016 ,   No ,Breaking Up Suggestion,Controversy,Husband,,Cutting Tool,,,,2016
1558,,, 25/05/2016 ,   No ,Undetectable,,Husband,,Firearm,,,,2016
1559,,, 25/06/2016 ,   No ,Undetectable,,Husband,,Cutting Tool,,,,2016
1560,,, 25/10/2016 ,   No ,Undetectable,,Husband,,Cutting Tool,,,,2016
1561,,, 26/01/2016 ,   No ,Anger,,Husband,,Firearm,,,,2016
1562,,, 26/01/2016 ,   Yes ,Divorce Suggestion,,Brother-in-law,,Firearm,,,,2016
1563,,, 26/03/2016 ,   No ,Breaking Up,,Relative,,Firearm,,,,2016
1564,,, 26/03/2016 ,   No ,Controversy,,Husband,,Cutting Tool,,,,2016
1565,,, 26/04/2016 ,   Yes ,Divorce Suggestion,,Husband,,Cutting Tool,,,,2016
1566,,, 26/06/2016 ,   No ,Undetectable,,Husband,,Firearm,,,,2016
1567,,, 26/06/2016 ,   No ,Severe Conflict,,Husband,,Firearm,,,,2016
1568,,, 26/07/2016 ,   No ,Controversy,,Boyfriend,,Firearm,,,,2016
1569,,, 26/07/2016 ,   No ,Hate,,Undetectable,,Firearm,,,,2016
1570,,, 26/08/2016 ,   No ,Anger,,Husband,,Cutting Tool,,,,2016
1571,,, 26/08/2016 ,   No ,Controversy,,Husband,,Cutting Tool,,,,2016
1572,,, 26/10/2016 ,   No,Divorce,,Husband,,Undetectable,,,,2016
1573,,, 27/02/2016 ,   No ,Controversy,,Boyfriend,,Firearm,,,,2016
1574,,, 27/05/2016 ,   No ,Controversy,,Husband,,Firearm,,,,2016
1575,,, 27/07/2016 ,   No ,Undetectable,,Brother-in-law,,Assault,,,,2016
1576,,, 27/08/2016 ,   No,Because something that a man wanted did not happen,,Husband,,Firearm,,,,2016
1577,,, 27/09/2016 ,   No ,While Protecting Her Mother,,Father,,Firearm,,,,2016
1578,,, 27/09/2016 ,   No ,Controversy,,Fiancee,,Cutting Tool,,,,2016
1579,,, 27/10/2016 ,   No ,Undetectable,,Husband,,Firearm,,,,2016
1580,,, 28/03/2016 ,   Undetectable ,Breaking Up,,Ex Boyfriend,,Firearm,,,,2016
1581,,, 28/03/2016 ,   No ,Jealousy,,Husband,,Asphyxiate,,,,2016
1582,,, 28/05/2016 ,   No  ,Undetectable,,Husband,,Assault,,,,2016
1583,,, 28/06/2016 ,   No ,Controversy,,Husband,,Firearm,,,,2016
1584,,, 28/09/2016 ,   No ,Controversy,,Husband,,Cutting Tool,,,,2016
1585,,, 28/10/2016 ,   No ,Money,,Someone She Knows,,Undetectable,,,,2016
1586,,, 29/03/2016 ,   No ,Be rejected,,Someone She Knows,,Cutting Tool,,,,2016
1587,,, 29/03/2016 ,   No ,Divorce Suggestion,,Husband,,Cutting Tool,,,,2016
1588,,, 29/03/2016 ,   No ,Money,,Brother,,Firearm,,,,2016
1589,,, 29/05/2016 ,   No ,Controversy,,Someone She Knows,,Cutting Tool,,,,2016
1590,,, 29/09/2016 ,   No ,For wanting to make a decision about her own life,,Boyfriend,,Firearm,,,,2016
1591,,, 29/10/2016 ,   No ,Controversy,,Husband,,Cutting Tool,,,,2016
1592,,, 29/11/2016 ,   Undetectable ,Jealousy,,Family,Brother,Assault,,,,2016
1593,,, 30/01/2016 ,   Undetectable ,Because something that a man wanted did not happen,,Boyfriend,,Cutting Tool,,,,2016
1594,,, 30/01/2016 ,   Undetectable ,Because something that a man wanted did not happen,,Husband,,Cutting Tool,,,,2016
1595,,, 30/03/2016 ,   No ,Undetectable,,Undetectable,,Hanging,,,,2016
1596,,, 30/04/2016 ,   No ,Divorce Suggestion,,Husband,,Firearm,,,,2016
1597,,, 30/05/2016 ,   No  ,Gossip,,Someone She Knows,,Cutting Tool,,,,2016
1598,,, 30/05/2016 ,   No ,Crisis and Unemployment,,Husband,,Cutting Tool,,,,2016
1599,,, 30/05/2016 ,   No ,Because something that a man wanted did not happen,,Husband,,Firearm,,,,2016
1600,,, 30/08/2016 ,   No ,Money,,Someone She Knows,,Cutting Tool,,,,2016
1601,,, 30/09/2016 ,   No ,Controversy,,Husband,,Cutting Tool,,,,2016
1602,,, 30/11/2016 ,   No ,Controversy,,Husband,,Cutting Tool,,,Prisoner ,2016
1603,,, 31/03/2016 ,   No ,Morals,,Father,,Asphyxiate,,,,2016
1604,,, 31/03/2016 ,   No ,Honor,,Father,,Cutting Tool,,,,2016
1605,,, 31/07/2016 ,   No ,Undetectable,,Undetectable,,Undetectable,,,,2016
1606, Adana , Adult ,01/01/2017,   No ,Divorce Suggestion,,Husband,,Firearm,,,Prisoner ,2017
1607, Adana , Adult ,01/01/2017,   No ,Divorce Suggestion,,Husband,,Cutting Tool,,,Prisoner ,2017
1608, Ankara , Adult ,02/01/2017,   No ,Be rejected,,Husband,,Cutting Tool,,,Prisoner ,2017
1609, Ankara , Adult ,02/01/2017,   No ,While Protecting Her Daughter,,Groom,,Firearm,,,Wanted ,2017
1610, Antalya , Adult ,03/01/2017,   No ,Undetectable,,Ex Husband,,Assault,,,Prisoner ,2017
1611, Adana , Adult ,04/01/2017,   No ,Undetectable,,Undetectable,,Undetectable,,,Undetectable ,2017
1612, Balikesir ,,04/01/2017,   No ,Undetectable,,Husband,,Cutting Tool,,,Prisoner ,2017
1613, Balikesir , Underage ,04/01/2017,   No ,Undetectable,,Someone She Does Not Know,,Firearm,,,Prisoner ,2017
1614, Bursa , Adult ,05/01/2017,   No ,Undetectable,,Undetectable,,Cutting Tool,,,Undetectable ,2017
1615, Bursa , Adult ,05/01/2017,   No ,Controversy,,Husband,,Cutting Tool,,,Prisoner ,2017
1616, Bursa ,,05/01/2017,   No ,Controversy,,Husband,,Firearm,,,Prisoner ,2017
1617, Izmir ,,12/01/2017,   No ,Cheating Suspicion,,Boyfriend,,Undetectable,,,Prisoner ,2017
1618, Izmir , Adult ,12/01/2017,   No ,Undetectable,,Undetectable,,Undetectable,,,Investigation Continues ,2017
1619, Kayseri ,,13/01/2017,   No ,Undetectable,,Undetectable,,Falling From High,,,Undetectable,2017
1620, Adana ,,14/01/2017,   No ,Undetectable,,Husband,,Cutting Tool,,,Suicide ,2017
1621, Manisa ,,15/01/2017,   No ,Undetectable,,Husband,,Cutting Tool,,,Escape ,2017
1622, Manisa ,,15/01/2017,   No ,By Accident,,Husband,,Firearm,,,Prisoner ,2017
1623, Nevsehir , Adult ,16/01/2017,   No ,Undetectable,,Husband,,Cutting Tool,,,Prisoner ,2017
1624, Samsun , Adult ,17/01/2017,   No ,Undetectable,,Undetectable,,Firearm,,,Investigation Continues ,2017
1625, Samsun , Adult ,17/01/2017,   No ,Controversy,,Husband,,Firearm,,,Prisoner ,2017
1626, Samsun , Adult ,17/01/2017,   Undetectable ,Undetectable,,Undetectable,,Undetectable,,,Investigation Continues ,2017
1627, Samsun ,,17/01/2017,   No ,Be rejected,,Someone She Knows,,Firearm,,,Suicide ,2017
1628, Samsun ,,17/01/2017,   No ,Undetectable,,Undetectable,,Firearm,,,Investigation Continues ,2017
1629, Samsun , Adult ,17/01/2017,   No ,Controversy,,Father,,Firearm,,,Prisoner ,2017
1630, Samsun , Underage ,17/01/2017,   No ,Undetectable,,Undetectable,,Undetectable,,,Prisoner ,2017
1631,,,19/01/2017,   No ,Undetectable,,Husband,,Asphyxiate,,,,2017
1632,,,20/01/2017,   No ,Undetectable,,Boyfriend,,Cutting Tool,,,,2017
1633,,,20/01/2017,   No ,Controversy,,Husband,,Firearm,,,,2017
1634,,,21/01/2017,   Undetectable ,Because something that a man wanted did not happen,,Boyfriend,,Asphyxiate,,,,2017
1635,,,22/01/2017,   No ,Gossip,,Husband,,Firearm,,,,2017
1636,,,23/01/2017,   No ,Undetectable,,Husband,,Cutting Tool,,,,2017
1637,,,23/01/2017,   Undetectable,Be rejected,,Husband,,Asphyxiate,,,,2017
1638,,,24/01/2017,   No ,Money,Rape,Someone She Knows,,Cutting Tool,,,,2017
1639,,,27/01/2017,   No ,Cheating Suspicion,,Boyfriend,,Firearm,,,,2017
1640,,,27/01/2017,   Undetectable ,Jealousy,,Husband,,Firearm,,,,2017
1641,,,28/01/2017,   No ,Controversy,,Son,,Cutting Tool,,,,2017
1642,,,28/01/2017,   No ,While Protecting Her Daughter,,Groom,,Firearm,,,,2017
1643,,,28/01/2017,   No ,Undetectable,,Undetectable,,Firearm,,,Undetectable ,2017
1644,,,28/01/2017,   No ,Controversy,,Boyfriend,,Cutting Tool,,,,2017
1645,,,30/01/2017,   No ,Undetectable,,Father-in-law,,Asphyxiate,,,,2017
1646, Adana , Adult ,01/02/2017,   No ,Undetectable,,Undetectable,,Undetectable,,,Undetectable ,2017
1647, Antalya , Adult ,03/02/2017,   No ,Jealousy,,Husband,,Asphyxiate,,,Prisoner ,2017
1648, Bursa ,Adult,05/02/2017,   No ,Honor,,Groom,,Firearm,,,,2017
1649, Eskisehir , Adult ,07/02/2017,   No ,Undetectable,,Someone She Knows,,Firearm,,,Suicide ,2017
1650, Hatay , Adult ,08/02/2017,   No ,Controversy,,Husband,,Firearm,,,Suicide ,2017
1651, Izmir ,,12/02/2017,   No ,Undetectable,,Undetectable,,Undetectable,,,Undetectable ,2017
1652,,,19/02/2017,   No ,Controversy,,Husband's Brother,,Cutting Tool,,,,2017
1653,,,22/02/2017,   Undetectable ,Because something that a man wanted did not happen,,Husband,,Firearm,,,,2017
1654,,,22/02/2017,   No ,Controversy,,Ex Boyfriend,,Firearm,,,,2017
1655,,,25/02/2017,   No ,Controversy,,Ex Husband,,Firearm,,,,2017
1656,,,27/02/2017,   No ,Undetectable,,Father,,Cutting Tool,,,,2017
1657, Adana , Adult ,01/03/2017,   No ,Controversy,,Husband,,Firearm,,,Prisoner ,2017
1658, Adana , Adult ,01/03/2017,   No ,While Protecting Her Sibling,,Sister's Husband,,Firearm,,,Prisoner ,2017
1659, Diyarbakir ,,06/03/2017,   No ,Controversy,,Someone She Does Not Know,,Firearm,,,Prisoner ,2017
1660, Diyarbakir , Adult ,06/03/2017,   Yes ,Divorce Suggestion ,Controversy,Husband,,Firearm,,,Prisoner ,2017
1661, Eskisehir , Adult ,07/03/2017,   Undetectable ,Undetectable,,Undetectable,,Undetectable,,,Undetectable ,2017
1662, Istanbul ,,09/03/2017,   No ,Divorce Suggestion,,Husband,,Firearm,,,Suicide ,2017
1663, Istanbul ,Adult,10/03/2017,   No ,Undetectable,,Serial Killer,,Torture,,,,2017
1664, Istanbul , Adult ,10/03/2017,   No ,Undetectable,,Husband,,Firearm,,,Prisoner ,2017
1665, Istanbul , Adult ,11/03/2017,   No ,Jealousy,,Husband,,Cutting Tool,,,Prisoner ,2017
1666, Kayseri , Adult ,13/03/2017,   No ,Controversy,,Husband,,Cutting Tool,,,Prisoner ,2017
1667, Manisa , Adult ,15/03/2017,   No ,Jealousy,,Husband,,Assault,,,Prisoner ,2017
1668, Samsun ,,17/03/2017,   No ,Undetectable,,Boyfriend,,Assault,,,Prisoner,2017
1669, Tunceli ,Adult,18/03/2017,   No ,Because something that a man wanted did not happen,,Boyfriend,,Firearm,,,,2017
1670,,,19/03/2017,   No ,Undetectable,,Boyfriend,,Firearm,,,Suicide ,2017
1671,,,19/03/2017,   Undetectable ,Undetectable,,Husband,,Firearm,,,,2017
1672,,,20/03/2017,   No ,Controversy,,Husband,,Firearm,,,,2017
1673,,,21/03/2017,   No ,Controversy,,Someone She Knows,,Firearm,,,,2017
1674,,,21/03/2017,   No ,Jealousy,,Boyfriend,,Firearm,,,,2017
1675,,,21/03/2017,   No ,Undetectable,,Undetectable,,Firearm,,,,2017
1676,,,22/03/2017,   No ,Undetectable,,Husband,,Firearm,,,,2017
1677,,,26/03/2017,   No ,Undetectable,,Boyfriend,,Cutting Tool,,,,2017
1678,,,27/03/2017,   Undetectable,Because something that a man wanted did not happen,,Husband,,Firearm,,,,2017
1679,,,28/03/2017,   No ,Controversy,,Husband's Brother,,Firearm,,,,2017
1680,,,28/03/2017,   No ,Divorce Suggestion,,Husband,,Firearm,,,,2017
1681,,,28/03/2017,   No ,Hate,,Someone She Does Not Know,,Cutting Tool,,,,2017
1682,,,29/03/2017,   No ,Undetectable,,Boyfriend,,Firearm,,,,2017
1683,,,29/03/2017,   No ,Be rejected,,Boyfriend,,Firearm,,,,2017
1684,,,31/03/2017,   No ,Be rejected,,Someone She Knows,,Cutting Tool,,,,2017
1685, Adana , Adult ,01/04/2017,   No  ,Controversy,,Grandson,,Firearm,,,Prisoner ,2017
1686, Adana ,,01/04/2017,   No ,Having a boyfriend,,Brother,,Firearm,,,Prisoner ,2017
1687, Adana ,,01/04/2017,   No ,Controversy,,Ex Husband,,Firearm,,,Prisoner ,2017
1688, Balikesir ,,04/04/2017,   No ,Divorce Suggestion,,Husband,,Cutting Tool,,,Escape ,2017
1689, Balikesir ,,04/04/2017,   No ,Undetectable,,Brother,,Cutting Tool,,,Prisoner ,2017
1690, Eskisehir ,,07/04/2017,   No ,Controversy,,Husband,,Cutting Tool,,,Prisoner ,2017
1691, Eskisehir , Adult ,07/04/2017,   No ,Controversy,,Husband,,Cutting Tool,,,Prisoner ,2017
1692, Hatay ,,08/04/2017,   No ,Controversy,,Ex Husband,,Cutting Tool,,,Undetectable ,2017
1693, Istanbul , Adult ,10/04/2017,   No ,Undetectable,,Undetectable,,Undetectable,,,Investigation Continues ,2017
1694, Izmir ,Adult,11/04/2017,   Undetectable ,Undetectable,,Husband,,Cutting Tool,,,,2017
1695, Izmir ,,11/04/2017,   No ,Controversy,,Ex Husband,,Asphyxiate,,,Prisoner ,2017
1696, Kayseri , Adult ,13/04/2017,   No , Be rejected,,Boyfriend,,Firearm,,,Suicide ,2017
1697, Kayseri ,,13/04/2017,   No ,Controversy,,Son,,Cutting Tool,,,Prisoner ,2017
1698, Kayseri ,Adult,13/04/2017,   No ,Jealousy,,Husband,,Cutting Tool,,,,2017
1699, Konya ,,14/04/2017,   No ,By Accident,,Son,,Firearm,,,Prisoner,2017
1700, Manisa ,,15/04/2017,   No ,Undetectable,,Undetectable,,Asphyxiate,,,Undetectable,2017
1701, Nigde , Adult ,16/04/2017,   No ,Divorce Suggestion,,Husband,,Firearm,,,Prisoner ,2017
1702, Istanbul ,,18/04/2017,   No ,Undetectable,,Someone She Knows,,Cutting Tool,,,Escape ,2017
1703,,,19/04/2017,   No ,Undetectable,,Fiancee,,Firearm,,,,2017
1704,,,19/04/2017,   No ,Breaking Up,,Ex Boyfriend,,Firearm,,,,2017
1705,,,21/04/2017,   No,Divorce,,Ex Husband,,Cutting Tool,,,,2017
1706,,,23/04/2017,   No ,Divorce Suggestion,,Husband,,Cutting Tool,,,,2017
1707,,,23/04/2017,   No ,Undetectable,,Relative,,Cutting Tool,,,,2017
1708,,,24/04/2017,   Undetectable,Jealousy,,Husband,,Firearm,,,,2017
1709,,,27/04/2017,   No ,Gossip,,Someone She Knows,,Cutting Tool,,,,2017
1710,,,28/04/2017,   Yes ,Divorce Suggestion,,Husband,,Firearm,,,,2017
1711,,,28/04/2017,   No ,Undetectable,,Undetectable,,Cutting Tool,,,,2017
1712,,,30/04/2017,   No ,Controversy,,Boyfriend,,Firearm,,,,2017
1713, Adana ,,01/05/2017,   No ,Undetectable,,Undetectable,,Cutting Tool,,,Undetectable ,2017
1714, Ankara , Underage ,02/05/2017,   No ,Undetectable,,Undetectable,,Undetectable,,,Investigation Continues,2017
1715, Antalya ,,03/05/2017,   No ,Controversy,,Boyfriend,,Falling From High,,,Suicide ,2017
1716, Balikesir , Adult ,04/05/2017,   No ,Cheating,Divorce Suggestion,Husband,,Cutting Tool,,,Prisoner ,2017
1717, Balikesir ,,04/05/2017,   No ,Undetectable,,Husband,,Firearm,,,Wanted ,2017
1718, Bursa , Adult ,05/05/2017,   No ,Undetectable,,Father,,Firearm,,,Prisoner ,2017
1719, Bursa , Adult ,05/05/2017,   No ,Controversy,,Ex Boyfriend,,Cutting Tool,,,Prisoner ,2017
1720, Diyarbakir ,,06/05/2017,   No ,Undetectable,,Husband,,Firearm,,,Escape ,2017
1721, Istanbul , Adult ,10/05/2017,   No ,Be rejected ,Divorce Suggestion,Husband,,Cutting Tool,,,Prisoner ,2017
1722, Istanbul , Adult ,10/05/2017,   No ,Undetectable,,Undetectable,,Undetectable,,,Investigation Continues ,2017
1723, Kayseri , Adult ,13/05/2017,   No ,Jealousy,,Someone She Knows,,Firearm,,,Prisoner ,2017
1724, Manisa , Adult ,15/05/2017,   No ,Undetectable,,Son,,Firearm,,,Suicide ,2017
1725, Nigde , Adult ,16/05/2017,   No ,Animosity,,Someone She Knows,,Firearm,,,Prisoner ,2017
1726, Samsun ,Adult,17/05/2017,   Undetectable ,Jealousy,,Husband,,Cutting Tool,,,,2017
1727, Ukrayna , Adult ,18/05/2017,   No ,Controversy,,Someone She Knows,,Undetectable,,,Prisoner ,2017
1728, Ukrayna , Adult ,18/05/2017,   No ,Be rejected,,Someone She Knows,,Undetectable,,,Prisoner ,2017
1729,,,19/05/2017,   No ,Controversy,,Boyfriend,,Assault,,,,2017
1730,,,20/05/2017,   No ,Undetectable,,Boyfriend,,Firearm,,,,2017
1731,,,21/05/2017,   No ,Controversy,,Husband,,Firearm,,,,2017
1732,,,21/05/2017,   No ,Divorce Suggestion,,Husband,,Asphyxiate,,,,2017
1733,,,23/05/2017,   Undetectable ,Divorce,,Ex Husband,,Firearm,,,,2017
1734,,,23/05/2017,   No ,While Protecting Her Daughter,,Daughter's Fiancee,,Cutting Tool,,,,2017
1735,,,23/05/2017,   No , For seeing you undress in his dream,,Husband,,Asphyxiate,,,Prisoner,2017
1736,,,24/05/2017,   No ,Breaking Up Suggestion,,Husband,,Firearm,,,,2017
1737,,,24/05/2017,   No ,Controversy,,Husband,,Cutting Tool,,,,2017
1738,,,24/05/2017,   No ,Controversy,,Boyfriend,,Firearm,,,Prisoner ,2017
1739,,,25/05/2017,   No ,For wanting to make a decision about her own life,,Son,,Cutting Tool,,,,2017
1740,,,26/05/2017,   No ,Undetectable,,Husband,,Firearm,,,,2017
1741,,,26/05/2017,   No ,Undetectable,,Undetectable,,Undetectable,,,,2017
1742,,,27/05/2017,   No ,Fight,,Someone She Knows,,Undetectable,,,,2017
1743,,,28/05/2017,   No ,Money,,Father,,Firearm,,,,2017
1744,,,28/05/2017,   Undetectable ,Divorce,,Ex Husband,,Firearm,,,,2017
1745,,,29/05/2017,   Undetectable ,Undetectable,,Husband,,Undetectable,,,,2017
1746,,,30/05/2017,   No ,Undetectable,,Ex Boyfriend,,Cutting Tool,,,,2017
1747, Adana ,,01/06/2017,   No ,Controversy,,Husband,,Cutting Tool,,,Prisoner ,2017
1748, Ankara , Adult ,02/06/2017,   No ,Divorce Suggestion,,Husband,,Firearm,,,Prisoner ,2017
1749, Ankara ,Adult,02/06/2017,   No,For wanting to make a decision about her own life,,Someone She Knows,,Torture,,,,2017
1750, Ankara , Adult ,02/06/2017,   No ,Controversy,Jealousy,Ex Boyfriend,,Cutting Tool,,,Prisoner ,2017
1751, Ankara ,,02/06/2017,   No ,Controversy,Animosity,Someone She Knows,,Firearm,,,Prisoner ,2017
1752, Antalya , Adult ,03/06/2017,   No ,For wanting to make a decision about her own life,,Ex Husband,,Cutting Tool,,,Prisoner ,2017
1753, Balikesir ,Adult,04/06/2017,   No ,Because something that a man wanted did not happen,,Father,,Assault,,,,2017
1754, Bursa , Adult ,05/06/2017,   No ,Undetectable,,Undetectable,,Asphyxiate,Assault,,Investigation Continues ,2017
1755, Istanbul , Adult ,10/06/2017,   No ,Undetectable,,Undetectable,,Asphyxiate,,,Investigation Continues ,2017
1756, Izmir ,,12/06/2017,   No ,Undetectable,,Undetectable,,Undetectable,,,Undetectable ,2017
1757, Kayseri , Adult ,13/06/2017,   Undetectable ,Undetectable,,Undetectable,,Undetectable,,,Investigation Continues ,2017
1758, Kayseri ,,13/06/2017,   No ,Undetectable,,Someone She Knows,,Undetectable,,,Undetectable,2017
1759, Konya ,,14/06/2017,   No ,Jealousy,,Someone She Knows,,Firearm,,,Escape ,2017
1760, Konya ,,14/06/2017,   No ,While Protecting Her Daughter,,Ex Groom,,Cutting Tool,,,Prisoner ,2017
1761, Manisa ,,15/06/2017,   No ,Undetectable,,Brother,,Cutting Tool,,,Prisoner ,2017
1762, Nigde , Adult ,16/06/2017,   No ,Divorce Suggestion,,Husband,,Firearm,,,Prisoner ,2017
1763, Samsun , Adult ,17/06/2017,   No ,Undetectable,,Undetectable,,Undetectable,,,Investigation Continues ,2017
1764, Sanliurfa ,Adult,18/06/2017,   Undetectable ,Crisis and Unemployment,,Husband,,Firearm,,,,2017
1765,,,19/06/2017,   No ,Cheating,,Husband,,Cutting Tool,,,,2017
1766,,,20/06/2017,   No ,While Protecting Her Daughter,,Groom,,Cutting Tool,,,,2017
1767,,,20/06/2017,   Yes,Controversy,,Husband,,Cutting Tool,,,,2017
1768,,,22/06/2017,   No ,Undetectable,,Groom,,Asphyxiate,,,,2017
1769,,,23/06/2017,   No ,Be rejected,,Ex Boyfriend,,Firearm,,,,2017
1770,,,23/06/2017,   No ,Undetectable,,Undetectable,,Undetectable,,,,2017
1771,,,26/06/2017,   Yes ,Breaking Up Suggestion,,Boyfriend,,Firearm,,,,2017
1772,,,28/06/2017,   No ,Undetectable,,Undetectable,,Cutting Tool,,,,2017
1773,,,30/06/2017,   No ,Controversy,,Husband,,Firearm,,,,2017
1774,,,30/06/2017,   No ,Controversy,,Ex Husband,,Firearm,,,,2017
1775,,,30/06/2017,   No ,Undetectable,,Father,,Firearm,,,,2017
1776, Adana , Adult ,01/07/2017,   No ,Controversy,,Brother,,Cutting Tool,,,Prisoner ,2017
1777, Ankara , Adult ,02/07/2017,   No ,Controversy,,Husband,,Cutting Tool,,,Prisoner ,2017
1778, Balikesir , Adult ,04/07/2017,   No ,Controversy,,Someone She Knows,,Firearm,,,Prisoner ,2017
1779, Bursa ,Adult,05/07/2017,   Undetectable ,Money,,Business Partner,,Firearm,,,,2017
1780, Bursa , Adult ,05/07/2017,   No ,Be rejected,,Someone She Knows,,Firearm,,,Suicide ,2017
1781, Diyarbakir , Adult ,06/07/2017,   No ,Controversy,,Someone She Knows,,Firearm,,,Prisoner ,2017
1782, Diyarbakir ,,06/07/2017,   No ,Breaking Up Suggestion,,Boyfriend,,Firearm,,,Suicide ,2017
1783, Istanbul ,,09/07/2017,   No ,Money,,Grandson,,Cutting Tool,,,Prisoner ,2017
1784, Istanbul , Adult ,09/07/2017,   No ,Jealousy,,Boyfriend,,Asphyxiate,,,Prisoner ,2017
1785, Izmir , Adult ,11/07/2017,   No ,Controversy,,Husband,,Cutting Tool,,,Prisoner ,2017
1786, Kayseri , Adult ,13/07/2017,   No ,Controversy,,Husband,,Firearm,,,Wanted ,2017
1787, Samsun , Adult ,17/07/2017,   No ,Undetectable,,Someone She Knows,,Firearm,,,Prisoner ,2017
1788,,,19/07/2017,   No ,Breaking Up,,Ex Boyfriend,,Cutting Tool,,,,2017
1789,,,19/07/2017,   No ,Honor,,Brother,,Firearm,,,,2017
1790,,,20/07/2017,   No ,Undetectable,,Father,,Firearm,,,,2017
1791,,,20/07/2017,   No ,Divorce Suggestion,,Husband,,Firearm,,,,2017
1792,,,20/07/2017,   No ,Undetectable,,Ex Brother-in-law,,Cutting Tool,,,,2017
1793,,,20/07/2017,   Undetectable ,Jealousy,,Undetectable,,Torture,,,,2017
1794,,,21/07/2017,   No ,Divorce Suggestion,,Husband,,Cutting Tool,,,,2017
1795,,,21/07/2017,   No ,Controversy,,Someone She Knows,,Firearm,,,,2017
1796,,,21/07/2017,   No ,Morals,,Brother,,Cutting Tool,,,,2017
1797,,,25/07/2017,   No ,Controversy,,Brother,,Cutting Tool,,,,2017
1798,,,27/07/2017,   No ,Undetectable,,Ex Boyfriend,,Firearm,,,,2017
1799,,,28/07/2017,   Undetectable ,Jealousy,,Boyfriend,,Torture,,,,2017
1800,,,29/07/2017,   Undetectable ,Because something that a man wanted did not happen,,Husband,,Assault,,,,2017
1801,,,29/07/2017,   Undetectable ,Undetectable,,Someone She Does Not Know,,Cutting Tool,,,,2017
1802,,,30/07/2017,   No ,Honor,,Family,,Firearm,,,,2017
1803,,,30/07/2017,   No ,Undetectable,,Ex Husband,,Firearm,,,,2017
1804,,,30/07/2017,   No ,Undetectable,,Someone She Knows,,Asphyxiate,,,,2017
1805, Adana ,,01/08/2017,   No ,Controversy,,Someone She Knows,,Firearm,,,Prisoner ,2017
1806, Balikesir , Underage ,04/08/2017,   No ,Controversy,,Someone She Knows,,Firearm,,,Prisoner ,2017
1807, Bursa , Adult ,05/08/2017,   No ,Controversy,,Husband,,Firearm,,,Prisoner ,2017
